Location,Job_Description,Sector,Eligibility,salary,Month,vacancies
BENGALURU,CENTRO OPEN DAY,Customer Service/Support,MBBS  DNB  MS MD,100000,5,100
BENGALURU,WEB DEVELOPER,IT/Software Development,BTech BE  MSc  ME MTech,50000,0,2
MOHANDESEEN,SENIOR SOFTWARE ENGINEER (PHP),IT/Software Development,BTech BE  MCA,70000,9,3
BENGALURU,TELESALES AGENT ,Sales/Retail/Business Development,MSc,14000,4,3
BENGALURU,"LIGHT CURRENT TECHNICAL OFFICE ENGINEER	",Engineering,BSc  Diploma,24000,1,3
BENGALURU,"LIGHT CURRENT TECHNICAL OFFICE ENGINEER	",Engineering,BTech BE  MSc  ME MTech,24000,5,3
BENGALURU,SOFTWARE ENGINEER,IT/Software Development,10TH,30000,12,3
BENGALURU,VOLUNTEER WRITER,Editorial/Writing,MPhil PhD  MLib,0,8,8
BENGALURU,ACCOUNT ADVISOR,Customer Service/Support,BTech BE  ME MTech,15000,4,80
BENGALURU,SOFTWARE INSTRUCTOR ,Education/Training,BCom ,60000,11,5
BENGALURU,BIG DATA DEVELOPER,IT/Software Development,MLib,50000,9,2
BENGALURU,SALES AND MARKETING REPRESENTATIVE,Marketing,8TH,20000,9,2
BENGALURU,SAP FUNCTIONAL CONSULTANT ,IT/Software Development,BCA  BSc  BTech BE  Diploma  MSc  MCA  PGDCA,80000,9,5
BENGALURU,SENIOR SQL DEVELOPER,IT/Software Development,BDS,80000,2,4
BENGALURU,SENIOR MOBILE APPLICATION DEVELOPER,IT/Software Development,MSc  ME MTech,70000,3,2
BENGALURU,"SALES ENGINEER  ""MARINE EQUIPMENT""",Sales/Retail/Business Development,BA  BCom  BSc  BTech BE  PG Diploma,20000,7,2
BENGALURU,UX SPECIALIST,Creative/Design,Diploma  DNB  MS MD,50000,4,2
NEW BENGALURU,BEAUTY AND SKIN CARE SPECIALIST ,Customer Service/Support,Diploma  DNB  MS MD,13000,7,3
BENGALURU,PROJECT SALES ENGINEER,Engineering,Diploma  DNB  MS MD,30000,4,2
ALEX,LINUX UNIX SOLARIS INSTRUCTOR,Education/Training,BSc  Diploma  DNB  MSc  MS MD,50000,0,5
BENGALURU,PRE-SALES ENGINEER,Sales/Retail/Business Development,MSc  MPhil PhD,80000,5,8
NEW BENGALURU,ORACLE DEVELOPER,IT/Software Development, BCom ,40000,3,3
BENGALURU,.NET DEVELOPER,IT/Software Development,MPhil PhD,35000,6,2
BENGALURU,SENIOR JAVA DEVELOPER,IT/Software Development,BSc  DMLT,80000,3,2
BENGALURU,ACCOUNT MANAGER,Customer Service/Support, BTech BE PG  ,15000,7,4
BENGALURU,SENIOR ANDROID DEVELOPER,IT/Software Development,12TH  10TH,80000,11,2
BENGALURU,IOS DEVELOPER,IT/Software Development,BTech BE  ME MTech,30000,6,5
BENGALURU,ANDROID DEVELOPER,IT/Software Development,MBBS  DNB  MS MD,30000,9,5
BENGALURU,CUSTOMER SUPPORT REPRESENTATIVE,Customer Service/Support,MSc  ME MTech,15000,8,3
NASR CITY,MOBILE APPLICATION DEVELOPER ( FAMILIAR WITH JSON),IT/Software Development,MSc,35000,11,3
BENGALURU,"SALES REPRESENTATIVE ""OUTDOOR""",Sales/Retail/Business Development,BTech BE  ME MTech,18000,4,2
BENGALURU,SHAREPOINT ADMIN,IT/Software Development,LLB  MSW,70000,9,2
BENGALURU,WEB DEVELOPER,Engineering,BA  BCA  BCom  BSc,35000,7,3
BENGALURU,SENIOR JAVA DEVELOPER,IT/Software Development,MSc  DMLT,70000,11,3
BENGALURU,SALES AGENT ,Marketing,MBBS,25000,1,5
BENGALURU,EMBEDDED SOFTWARE/FIRMWARE ENGINEER,Engineering, Diploma PG  ,16000,1,2
HYDERABAD,INTERNATIONAL CALL CENTER ADVISER ,Customer Service/Support,MSc,24000,6,5
BENGALURU,WRITER (ENGLISH),Editorial/Writing, Diploma ,50000,12,3
BENGALURU,BIG DATA DEVELOPER,IT/Software Development,BTech BE,50000,1,2
BENGALURU,STRUCTURAL ENGINEER ,Engineering, BTech BE PG  ,150000,2,8
BENGALURU,JUNIOR MOBILE APP DEVELOPER,IT/Software Development,BTech BE,30000,8,3
BENGALURU,TRAINING SPECIALIST,Education/Training,MSc,15000,5,2
HYDERABAD,TECHNICAL CONSULTANT ON PROJECT BASIS,Education/Training,MBBS  DNB  MS MD,70000,12,15
HYDERABAD,SCIENTIFIC PRESALES PROFESSIONAL,Sales/Retail/Business Development,ME MTech,60000,4,3
HYDERABAD,"INTERNATIONAL CALL CENTER AGENT ""BRITISH ACCOUNT""",Customer Service/Support,Diploma  DMLT,28000,9,100
BENGALURU,GERMAN CALL CENTER AGENTS,Customer Service/Support,BTech BE,38000,12,80
BENGALURU,CUSTOMER SERVICE AGENTS,Customer Service/Support,MA  MBA PGDM  PG Diploma  MSW,12000,0,80
BENGALURU,SALES AND MARKETING PERSON,Sales/Retail/Business Development, BTech BE ,20000,7,2
BENGALURU,ERP SOFTWARE CONSULTANT,IT/Software Development,MBA PGDM  PG Diploma,110000,3,2
BENGALURU,TELE SALES AGENTS,Customer Service/Support,BCom  CA  ICWA,16000,1,100
BENGALURU,MARKETING REPRESENTATIVE ,Marketing,MPhil PhD,20000,3,8
HYDERABAD,ADVERTISING MANAGER,Creative/Design,BSc  Diploma,35000,9,2
BENGALURU,CUSTOMER SERVICE AGENT,Customer Service/Support,BSc  MSc,20000,3,8
BENGALURU,CUSTOMER SERVICE REPRESENTATIVE ,Customer Service/Support,BSc  Diploma  MSc,38000,0,40
BENGALURU,TELESALES REPRESENTATIVE,Sales/Retail/Business Development,8TH,60000,5,80
BENGALURU,CUSTOMER SERVICE AGENT,Customer Service/Support,BTech BE  MSc  ME MTech  MCA,20000,8,8
BENGALURU,E-MARKETING SPECIALIST,Marketing,MBBS  BHMS,20000,7,4
BENGALURU,INTERNATIONAL CALL CENTER ADVISOR UK ACCOUNT ,Customer Service/Support,MSc,30000,5,100
BENGALURU,SALE AND MARKETING AGENT,Sales/Retail/Business Development,MPhil PhD,25000,10,5
BENGALURU,IT PRE SALES ,Sales/Retail/Business Development,MPhil PhD,20000,1,3
BENGALURU,CUSTOMER CARE AGENT,Customer Service/Support, BCom PG MBA PGDM,13000,10,4
BENGALURU,SITE ENGINEER ,Engineering,MPhil PhD,20000,1,4
BENGALURU,INSIDE ENGAGEMENT SPECIALIST,Customer Service/Support,BSc  MSc,25000,6,4
MUMBAI,"SENIOR SOFTWARE DEVELOPMENT ENGINEER""PHP""",IT/Software Development,10TH,50000,3,2
MUMBAI,"SENIOR  SOFTWARE DEVELOPMENT ENGINEER ""JAVA""",IT/Software Development,MPhil PhD,50000,11,2
BENGALURU,RUBY ON RAILS DEVELOPER,Engineering,MA  PG Diploma,50000,7,2
BENGALURU,PROJECT MANAGER/ERP PROJECT MANAGER,Project/Program Management,BTech BE,200000,7,2
HYDERABAD,OFFICE ADMINISTRATOR  ,Administration,BTech BE,20000,11,8
BENGALURU,MARKETING EXECUTIVE,Marketing,ITI,20000,12,8
BENGALURU,CALL CENTER,Customer Service/Support,Diploma,12000,3,100
BENGALURU,CALL CENTER AGENT,Customer Service/Support,MBBS  MS MD,24000,0,100
BENGALURU,ENTERPRISE TECHNICAL SUPPORT ,IT/Software Development,MBBS  MS MD,32500,2,80
BENGALURU,ADSL TECHNICAL SUPPORT AGENTS,Customer Service/Support,MBBS  MS MD,18500,9,80
BENGALURU,JUNIOR S.W TESTING ENGINEER,Quality Assurance/Quality Control,MSc  MPhil PhD,60000,6,5
MANSOURA,TEACHER,Education/Training,BSc,40000,4,4
BENGALURU,SOLUTIONS DEVELOPER,IT/Software Development,MSc,40000,7,3
BENGALURU,TECHNICAL SUPPORT ENGINEER ,Customer Service/Support,BSc,120000,10,40
BENGALURU,GRAPHIC DESIGNER,Creative/Design,MSc,25000,5,2
BENGALURU,CALL CENTER AGENT,Customer Service/Support,MPhil PhD,15000,11,2
HYDERABAD,SENIOR ARCHITECT,Engineering,MPhil PhD,80000,2,2
BENGALURU,JAVA DEVELOPER ,IT/Software Development,BTech BE,70000,10,2
BENGALURU,FRONT END ENGINEER,IT/Software Development,MVSC,60000,10,2
BENGALURU,CUSTOMER CARE REPRESENTATIVE ,Customer Service/Support,MSc,25000,4,15
HYDERABAD,SALES EXECUTIVE,Sales/Retail/Business Development,MSc,40000,10,4
BENGALURU,TELESALES ADVISOR,Customer Service/Support,MSc  MPhil PhD,13000,6,80
BENGALURU,CUSTOMER SERVICE AGENT,Customer Service/Support,BSc  MSc,18000,10,100
BENGALURU,ELECTRICA/MECHANICAL ENGINEER,Engineering,MPhil PhD,20000,12,2
BENGALURU,INTERIOR DESIGNER,Creative/Design,MSc,30000,10,5
BENGALURU,TELESALES AGENTS,Sales/Retail/Business Development, BTech BE PG MTech,20000,4,40
NASR CITY,CUSTOMER SERVICE AGENT,Customer Service/Support,BTech BE  ME MTech,12000,4,2
BENGALURU,SENIOR IOS/ANDROID DEVELOPER,IT/Software Development,BTech BE  ME MTech,80000,6,2
BENGALURU,.NET DEVELOPER,IT/Software Development,BTech BE  ME MTech,30000,12,2
MUMBAI,MEDICAL AND GENERAL TRANSLATOR,Medical,BSc  Diploma  12TH,15000,3,5
MUMBAI,"TRANSLATORS ""ALEXANDRIA"" ",Medical,BSc,15000,5,5
OBOUR CITY,MARKETING EXECUTIVE,Marketing,BTech BE  MSc,20000,8,8
BENGALURU,PROJECT ENGINEER,Engineering,BTech BE  MSc,15000,7,4
BENGALURU,PHP DEVELOPER,IT/Software Development,MPhil PhD,30000,12,2
BENGALURU,SALES & MARKETING SPECIALIST ,Sales/Retail/Business Development,MSc  ME MTech,25000,10,8
BENGALURU,SALES AGRICULTURE ENGINEER,Sales/Retail/Business Development,BTech BE  MSc  ME MTech,30000,11,3
BENGALURU,JAVA DEVELOPER,IT/Software Development,ME MTech  MS,55000,2,4
BENGALURU,SENIOR JAVA DEVELOPER,IT/Software Development,BSc,80000,1,3
BENGALURU,SALES ENGINEER ,Sales/Retail/Business Development,MBBS,25000,1,2
HYDERABAD,CALL CENTER AGENT ,Customer Service/Support,MSc  MPhil PhD  MPH,12000,5,8
BENGALURU,INTERNATIONAL ACCOUNT ADVISOR (GERMAN ACCOUNT),Customer Service/Support,BSc  MSc,40000,1,15
BENGALURU,ELECTRICAL SALES ENGINEER,Engineering,BTech BE  ME MTech,25000,12,4
BENGALURU,MEDIA & TRAFFIC EXECUTIVE,Administration,BTech BE  ME MTech,35000,9,2
MUMBAI,BUILD PROJECT MANAGER ,Engineering,MBBS  MS MD,170000,11,4
BENGALURU,DATA PROCESSING PROGRAMMER,Project/Program Management,Doctorate Doctorate ,24000,0,5
BENGALURU,TECHNICAL SUPPORT REPRESENTATIVE,Customer Service/Support,MBA PGDM  MPhil PhD,30000,8,4
BENGALURU,HELP DESK CLERK ,Customer Service/Support,MPhil PhD,25000,4,2
BENGALURU,SENIOR TENDERING AND COST ESTIMATING MANAGER,Engineering,BTech BE  ME MTech,150000,8,3
HYDERABAD,ACCESSIBILITY SPECIALIST,Administration,MSc,25000,10,3
MAADI,CALL CENTER REPRESENTATIVE,Customer Service/Support,MPhil PhD,24000,2,2
BENGALURU,JUNIOR WEB DEVELOPER,IT/Software Development,BTech BE  MSc,25000,1,3
HYDERABAD,GRAPHIC DESIGNER,Creative/Design,BTech BE MCA ,30000,12,2
BENGALURU,ENGLISH- ARABIC TRANSLATOR,Editorial/Writing,ME MTech,15000,4,3
MUMBAI,BRANCH MANAGER ,Sales/Retail/Business Development,BSc  DMLT,100000,5,5
SHARM ELKHEIKH,CALL CENTER OPERATOR,Customer Service/Support,GNM,25000,1,2
SHARKIA,JUNIOR SHAREPOINT DEVELOPER,IT/Software Development,BPharma  MPharma  DPharm,40000,10,2
CARIO,CIVIL ENGINEER,Engineering,10TH,40000,9,15
HYDERABAD,RELIGIOUS TOURISM SUPERVISOR,Customer Service/Support,12TH,20000,7,2
NEW BENGALURU,CUSTOMER SERVICE OFFICER,Customer Service/Support,BTech BE  ME MTech,30000,6,5
BENGALURU,"VODAFONE Â€ŒUK ACCOUNT""",Customer Service/Support,MPhil PhD,24000,5,15
BENGALURU,PRODUCT SPECIALIST ,Customer Service/Support,DNB  MS MD,30000,1,2
HYDERABAD,WEB DESIGNER,Creative/Design,Diploma,15000,7,2
BENGALURU,MARKETING REPRESENTATIVE,Marketing,BTech BE ,12000,4,2
BENGALURU,RESERVATIONS SPECIALIST ,Sales/Retail/Business Development,BSc,30000,0,15
BENGALURU,PROJECT COORDINATOR,Logistics/Transportation,BTech BE MCA ,50000,3,3
BENGALURU,MECHANICAL ENGINEER,Engineering,ME MTech,20000,2,2
ISMAILIA,ELECTRICAL ENGINEER,Engineering,BTech BE,30000,5,2
BENGALURU,BUSINESS/FUNCTIONAL CONSULTANT,IT/Software Development,BTech BE  ME MTech,110000,12,2
BENGALURU,TECHNICAL CONSULTANT,IT/Software Development,BTech BE  ME MTech,110000,1,2
BENGALURU,ELECTRICAL ENGINEER ,Engineering,BTech BE  ME MTech,40000,5,2
BENGALURU,"THE ARAB PROGRAM FOR SUSTAINABILITY ""INTERNSHIP""",Research,MPharma  MSc,5000,3,8
BENGALURU,TELE-SALES AGENT,Sales/Retail/Business Development,BTech BE,20000,5,8
BENGALURU,CUSTOMER SERVICE CALL CENTER SPECIALIST,Customer Service/Support,BTech BE,12000,12,3
BENGALURU,CUSTOMER SERVICE CALL CENTER SPECIALIST,Customer Service/Support,BSc  MSc,12000,12,5
HYDERABAD,SENIOR WINDOWS PHONE DEVELOPER,IT/Software Development, BTech BE PG MTech,50000,8,4
BENGALURU,AREA TECHNICAL ENGINEER,Engineering,MSc,40000,11,2
BENGALURU,SALES ENGINEER ,Sales/Retail/Business Development,BTech BE,15000,12,4
BENGALURU,CUSTOMER SERVICE REPRESENTATIVE ,Customer Service/Support,BTech BE  ME MTech,38000,12,40
HYDERABAD,WEB DESIGNER ,Creative/Design,MPhil PhD,30000,6,2
BENGALURU,WEB DEVELOPER,IT/Software Development,MSc,35000,2,3
HYDERABAD,SOCIAL MEDIA SPECIALIST,Marketing,BTech BE  MSc  MVSC,30000,8,5
BENGALURU,CALL CENTER AGENT,Marketing,LLB,30000,4,15
BENGALURU,ASSISTANT PHARMACIST ,Sales/Retail/Business Development, BTech BE ,15000,5,3
MUMBAI,TECHNICAL SUPPORT ENGINEER,Installation/Maintenance/Repair,MA,15000,11,2
BENGALURU,"EXECUTIVE SECRETARY, MARKETING & TELESALES AGENT ",Marketing,BTech BE  MSc  ME MTech,50000,0,40
HYDERABAD,SALES & MARKTING AGENT,Sales/Retail/Business Development,BSc  BTech BE  MSc  ME MTech  MCA,15000,4,2
PUNE,ELECTRICAL POWER OR MECHANICAL ENGINEER  (FEMALES),Engineering,MSc  ME MTech  MPhil PhD,30000,1,8
NEW BENGALURU,IOS DEVELOPER ,IT/Software Development,MPharma  MSc  ME MTech  MPhil PhD  Master of Dental Surgery  MS MD,25000,0,2
MUMBAI,SALES EXECUTIVE ,Sales/Retail/Business Development,MSc,20000,12,2
BENGALURU,TELESALES AGENT ,Marketing,BTech BE  MA,50000,2,5
BENGALURU,CUSTOMER SERVICE SUPERVISOR,Customer Service/Support,MBBS  DNB  PG Diploma  MS MD  MCh,30000,2,3
HYDERABAD,MALE BIOMEDICAL ENGINEER FOR MEDICAL EQUIPMENT,Engineering,LLB  CA  LLM  MA  MCom  MBA PGDM  PG Diploma,35000,3,5
BENGALURU,ACCOUNT ADVISOR (CALL CENTER),Customer Service/Support,MBBS  MSc  MPhil PhD  MS MD  MCh,15000,0,80
HYDERABAD,RECEPTIONIST,Customer Service/Support,MBBS  MSc  MPhil PhD  MS MD  MCh,12000,2,2
BENGALURU,TECHNICAL SALES ENGINEER,Engineering,MSc  ME MTech  MVSC  MPhil PhD  MS MD,80000,1,3
BENGALURU,CALL CENTER CONSULTANT ,Customer Service/Support,MBBS  MSc  MPhil PhD  MS MD  MCh,30000,6,8
BENGALURU,MARKETING AND SALES REPRESENTATIVE,Marketing,MPhil PhD,50000,5,15
BENGALURU,CALL CENTER AGENT,Customer Service/Support,MBBS  MSc  MPhil PhD  MS MD  MCh,15000,3,2
BENGALURU,SALES ACCOUNT MANAGER ,Sales/Retail/Business Development,BTech BE  ME MTech,20000,1,2
BENGALURU,PRODUCT SPECIALIST - PHARMA,Customer Service/Support,BSc,30000,2,2
BENGALURU,CIVIL INSPECTOR,Building Construction/Skilled Trades,BTech BE  ME MTech  MBA PGDM  MCA,150000,3,2
BENGALURU,SOFTWARE TECHNICAL SUPPORT ENGINEER,IT/Software Development,12TH  10TH,50000,1,8
BENGALURU,SOFTWARE PROJECT MANAGER,IT/Software Development,ME MTech,100000,3,8
BENGALURU,CUSTOMER SERVICE ( GERMAN SPEAKERS ) ,Customer Service/Support,10TH,35000,0,80
BENGALURU,JAVA DEVELOPER,IT/Software Development,BSc  Diploma,40000,6,8
BENGALURU,CUSTOMER SERVICE AGENT,Customer Service/Support,MPharma  ME MTech  MVSC  MPhil PhD  Master of Dental Surgery  MS MD,20000,11,80
HYDERABAD,SOCIAL MEDIA SPECIALIST,Marketing,MSc,25000,4,2
BENGALURU,"TECHNICAL SUPPORT ENGINEER ""PRINTER & LAPTOP""",Customer Service/Support,MPhil PhD,25000,1,4
BENGALURU,SOFTWARE ENGINEER,IT/Software Development,MPhil PhD,50000,5,3
BENGALURU,SOFTWARE ENGINEER ,IT/Software Development,CA,50000,1,3
BENGALURU,SW QUALITY ASSURANCE ENGINEER/TESTER,Quality Assurance/Quality Control,MBBS  DNB  MSc  MPhil PhD  MS MD  MCh,50000,10,3
BENGALURU,BUSINESS INTELLIGENCE ENGINEER  ,IT/Software Development,MBBS  DNB  MSc  MPhil PhD  MS MD  MCh,60000,9,2
BENGALURU,TELESALES REPRESENTATIVE,Sales/Retail/Business Development,BSc,60000,9,80
BENGALURU,ORACLE MIDDLEWARE IMPLEMENTER ,IT/Software Development,BTech BE  MCA,150000,2,2
BENGALURU,PROJECT MANAGER,Project/Program Management,ME MTech  MS,100000,4,40
HYDERABAD,"TECHNICAL  SOFTWARE INSTRUCTOR ""FREELANCER""",Education/Training, BTech BE PG MTech,25000,4,40
BENGALURU,SYSTEM ENGINEER,IT/Software Development,LLB  CA  LLM  MA  MCom  MBA PGDM  PG Diploma,30000,2,2
BENGALURU,ADVERTISING SALES EXECUTIVE,Creative/Design,MSc,10000,0,4
BENGALURU,WEB SEARCH EVALUATOR  ,IT/Software Development,BTech BE  MSc,60,12,80
BENGALURU,SOFTWARE PROJECT MANAGER ,IT/Software Development,MCom,100000,2,8
BENGALURU,INTERNATIONAL PRE-SALES SPECIALIST,Sales/Retail/Business Development,BTech BE  ME MTech,90000,1,8
BENGALURU,CUSTOMER SERVICE AGENT,Customer Service/Support,BTech BE  MCA,20000,3,8
HYDERABAD,CRM SPECIALIST,Customer Service/Support,MBBS  MS MD,22000,8,2
BENGALURU,RUBY ON RAILS WEB DEVELOPER,IT/Software Development,BTech BE LLB ,60000,6,2
BENGALURU,BUSINESS ANALYST,IT/Software Development,MCom  MBA PGDM,70000,12,5
BENGALURU,SHAREPOINT DEVELOPERS,IT/Software Development,MBBS,50000,4,8
BENGALURU,SHAREPOINT UI DEVELOPERS,IT/Software Development,MBBS,50000,12,8
CARIO,SHAREPOINT TECHNICAL LEAD ,IT/Software Development,BTech BE  ME MTech,55000,9,4
BENGALURU,VOLUNTEER WRITER ,Editorial/Writing,MBA PGDM  MPhil PhD,0,11,8
CARIO,SHAREPOINT TECHNICAL LEAD ,IT/Software Development,MBA PGDM  MPhil PhD,55000,7,4
BENGALURU,SOCIAL MEDIA SPECIALIST,Marketing,LLM,15000,11,3
BENGALURU,SENIOR WEB DESIGNER,Creative/Design,LLM,50000,8,3
BENGALURU,CUSTOMER SERVICE ENGINEER ,Customer Service/Support,12TH,15000,12,2
BENGALURU,SALES AGENTS ,Marketing,12TH,15000,2,8
BENGALURU,BLOGGER,Marketing,BTech BE  ME MTech,20000,3,2
BENGALURU,.NET DEVELOPMENT TEAM LEADER,IT/Software Development,BTech BE  ME MTech,100000,1,2
BENGALURU,JAVA EE WEB APPLICATION DEVELOPER,IT/Software Development,10TH,35000,9,3
BENGALURU,CUSTOMER SERVICE AGENT,Customer Service/Support,10TH,12000,2,5
MUMBAI,MEDICAL & GENERAL TRANSLATORS,Medical,12TH,15000,5,8
BENGALURU,PHP DEVELOPER,IT/Software Development,12TH,160000,9,5
BENGALURU,CUSTOMER SERVICE REPRESENTATIVE ,Customer Service/Support,12TH,10000,9,100
BENGALURU,SENIOR PRE SALES CONSULTANT  ,IT/Software Development,12TH,35000,5,5
HYDERABAD,CUSTOMER SERVICE REPRESENTATIVE,Customer Service/Support,12TH,12000,0,80
BENGALURU,TELE SALES REPRESENTATIVE,Marketing,12TH,15000,12,8
BENGALURU,SOFTWARE QUALITY ASSURANCE AND TESTER (WEB APPLICATIONS),Quality Assurance/Quality Control,12TH,30000,0,2
BENGALURU,WEB APPS CODER ,IT/Software Development,12TH,20000,6,3
NEW BENGALURU,CLIENT SERVICES REPRESENTATIVE ,Customer Service/Support,12TH,40000,9,2
BENGALURU,AUTOMATION ENGINEER ,Engineering,12TH,14000,6,2
BENGALURU,CALL CENTER AGENT,Customer Service/Support,MBBS  MPhil PhD  MS MD  MCh,30000,8,40
BENGALURU,COMMUNICATION SALES ENGINEER,Sales/Retail/Business Development,MBBS  MPhil PhD  MS MD  MCh,30000,1,5
BENGALURU,WORKSHOP ENGINEER (DIESEL),Engineering,MPhil PhD  MS MD  MCh,20000,2,2
BENGALURU,.NET DEVELOPER,IT/Software Development,MPhil PhD  MS MD  MCh,15000,11,3
BENGALURU,DISTRIBUTION PROMOTER-PART TIME,Marketing,MS MD  MCh,30000,8,8
BENGALURU,SENIOR PHP DEVELOPER,IT/Software Development,MS MD  MCh,90000,7,3
MUMBAI,RESTAURANT FULL STAFF,Food Services/Hospitality,MS MD  MCh,15000,6,40
BENGALURU,MARKETING AND MANAGEMENT | GLOBAL INTERNSHIP PROGRAM,Marketing,MS MD  MCh,4000,11,15
BENGALURU,GLOBAL TALENT | MANAGEMENT AND MARKETING,Marketing,MA  MSc  MSW,4000,6,15
BENGALURU, JAVA DEVELOPER,IT/Software Development,BTech BE  MSc  ME MTech,50000,5,8
BENGALURU,JUNIOR .NET DEVELOPER,Engineering,BTech BE  ME MTech,30000,0,2
BENGALURU,SALES ENGINEER,Engineering,MSc  ME MTech,50000,9,2
BENGALURU,SOFTWARE TESTER,IT/Software Development,LLB,30000,3,8
SURAT,CUSTOMER SERVICE AGENT,Customer Service/Support,ICSI,8000,11,2
BENGALURU,CUSTOMER SERVICE REPRESENTATIVE ,Customer Service/Support,BTech BE  ME MTech,38000,4,40
BENGALURU,SENIOR SOFTWARE DEVELOPER ,IT/Software Development, BCom ,60000,11,4
BENGALURU,MEDIA SALES CONSULTANT ,Sales/Retail/Business Development,BSc Diploma ,43000,6,15
BENGALURU,CUSTOMER CARE AGENT ,Customer Service/Support,BPharma ,13000,5,4
BENGALURU,SENIOR PHP DEVELOPERS (ZEND FRAMEWORK),Engineering,BTech BE  ME MTech,60000,5,2
BENGALURU,SALES,Marketing,BTech BE  ME MTech,30000,11,15
BENGALURU,CUSTOMER CARE REPRESENTATIVE,Customer Service/Support,BTech BE  ME MTech,16000,8,40
BENGALURU,CALL CENTER AGENT,Customer Service/Support, BTech BE PG MTech,11000,10,80
MANSOURA,"ASP.NET DEVELOPER (C#.NET, SQL, ORACLE)",IT/Software Development,12TH,0,3,2
BENGALURU,CUSTOMER CARE ADVISOR,Customer Service/Support,12TH,15000,12,15
BENGALURU,IT TECHNICAL SUPPORT,IT/Software Development,10TH ,30000,3,2
BENGALURU,CUSTOMER SERVICE LEADER ,Customer Service/Support,10TH ,30000,8,3
BENGALURU,MARKETING MANAGER,Marketing,10TH ,90000,4,5
BENGALURU,SOCIAL MEDIA MANAGER ,Marketing,10TH ,90000,1,5
BENGALURU,.NET MVC DEVELOPER,IT/Software Development,10TH ,70000,2,2
BENGALURU,FIELD ENGINEERING ,Engineering,10TH ,35000,4,4
BENGALURU,REMEDY DEVELOPERS,IT/Software Development,10TH ,60000,2,8
MUMBAI,FEMALE ENGLISH ARABIC Â€ŒTRANSLATORÂ€ IN ALEXANDRIA,Editorial/Writing,10TH ,15000,1,4
NEW BENGALURU,GRAPHICS DESIGNER,IT/Software Development,10TH ,40000,11,2
BENGALURU,JUNIOR OPERATION ENGINEER,Engineering,10TH ,28000,7,8
BENGALURU,JAVA DEVELOPER,IT/Software Development,10TH ,80000,6,2
BENGALURU,INTERNATIONAL CALL CENTER UK,Customer Service/Support,10TH ,24000,4,100
BENGALURU,TELESALES AGENT ,Customer Service/Support,10TH ,25000,5,80
BENGALURU,BUSINESS INTELLIGENCE ENGINEER,IT/Software Development,ITI 12TH 10TH ,60000,7,2
HYDERABAD,BUSINESS SERVICE AND SPECIAL CUSTOMERS SUPPORT TEAM LEADER ,Customer Service/Support,ITI 12TH 10TH ,55000,2,5
BENGALURU,2D GRAPHIC DESIGNER,Creative/Design,Diploma 12TH 10TH DMLT ,35000,12,2
MUMBAI,EXTERNAL MARKETING REPRESENTATIVE,Marketing,Diploma 12TH 10TH DMLT ,100000,7,3
MUMBAI,EXTERNAL REPRESENTATIVE MARKETING ,Marketing,10TH ,100000,1,3
BENGALURU,ELECTRICAL ENGINEER,Engineering,10TH ,40000,9,2
BENGALURU,TELE MARKETING REPRESENTATIVE,Marketing,ITI 10TH ,20000,0,8
BENGALURU,ACCOUNT MANAGER,Customer Service/Support,ITI 10TH ,40000,9,2
BENGALURU,TELE-SALES AND MARKETING REPRESENTATIVES,Sales/Retail/Business Development,10TH 8TH ,25000,7,3
BENGALURU,3D GRAPHIC DESIGNER ,Creative/Design,10TH 8TH ,50000,9,2
HYDERABAD,SENIOR RUBY ON RAILS DEVELOPER,IT/Software Development,10TH ,60000,9,2
BENGALURU,CALL CENTER REPRESENTATIVE,Customer Service/Support,10TH ,15000,10,100
SUEZ,TECHNICAL SUPPORT AGENT ( SUEZ BASED),Installation/Maintenance/Repair,10TH ,25000,2,2
NEW BENGALURU,SOFTWARE ENGINEER,IT/Software Development,10TH ,50000,12,2
EL MONOFEYA,SOFTWARE DEVELOPER,IT/Software Development,12TH 10TH ,30000,4,2
BENGALURU,INTERNATIONAL CALL CENTER ADVISOR UK ACCOUNT,Customer Service/Support,12TH 10TH ,30000,8,80
BENGALURU,.NET SHAREPOINT DEVELOPER,IT/Software Development,10TH ,60000,9,2
BENGALURU,.NET MVC DEVELOPER,IT/Software Development,10TH ,40000,6,2
BENGALURU,PHP DEVELOPER ,IT/Software Development,10TH ,35000,9,2
HYDERABAD,"CUSTOMER SERVICE ADVISOR ""BRITISH ACCOUNT""",Customer Service/Support,10TH ,35000,4,80
BENGALURU,MOBILE APPLICATION DEVELOPER,IT/Software Development,BTech BE  ME MTech,60000,2,3
BENGALURU,.NET DEVELOPER,IT/Software Development,BTech BE ME MTech ,60000,3,3
BENGALURU,SOFTWARE TEST ENGINEER,IT/Software Development,12TH 10TH ,60000,3,2
HYDERABAD,CUSTOMERS SERVICE REPRESENTATIVE,Customer Service/Support,12TH 10TH ,12000,2,100
BENGALURU,PART TIME INSTRUCTOR,Education/Training,12TH 10TH ,10000,4,5
BENGALURU,CUSTOMER SERVICE,Customer Service/Support,12TH 10TH ,20000,11,2
BENGALURU,MOBILE MAINTENANCE SPECIALIST ,Installation/Maintenance/Repair,10TH ,40000,4,4
BENGALURU,STORE KEEPER ASSISTANT,Installation/Maintenance/Repair,10TH ,18000,8,2
BENGALURU,SENIOR SALES ENGINEER,Engineering,10TH ,40000,5,2
